customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Actual_Churn,Predicted_Churn,Churn_Probability%,Risk_Level
2673-ZALNP,Female,0,No,No,7,No,One year,Mailed check,19.9,173.15,0,0,18.916408963537947,Low Risk
6212-ATMLK,Female,0,No,No,50,Fiber optic,Month-to-month,Electronic check,95.7,4729.75,0,1,84.16658909843365,High Risk
9402-ROUMJ,Female,0,Yes,Yes,67,Fiber optic,One year,Bank transfer (automatic),100.25,6689.0,0,0,14.795546724644018,Low Risk
0256-LTHVJ,Female,0,Yes,Yes,28,Fiber optic,Month-to-month,Electronic check,81.05,2227.1,1,1,65.55231421329722,Medium Risk
4785-QRJHC,Male,1,Yes,No,46,DSL,One year,Bank transfer (automatic),59.9,2816.65,1,0,17.678696225163176,Low Risk
4999-IEZLT,Male,0,No,No,66,DSL,One year,Credit card (automatic),29.45,1983.15,0,0,5.770904140482203,Low Risk
7868-BGSZA,Male,0,Yes,No,43,DSL,One year,Electronic check,80.2,3581.6,0,0,24.993647186741345,Low Risk
4237-RLAQD,Male,0,No,No,1,DSL,Month-to-month,Mailed check,45.85,45.85,1,1,70.65910955686489,High Risk
1171-TYKUR,Male,0,Yes,No,47,No,Month-to-month,Electronic check,25.4,1139.2,0,0,10.517862053937987,Low Risk
6248-BSHKG,Male,0,Yes,Yes,61,No,One year,Mailed check,20.4,1226.45,0,0,1.5482466000034627,Low Risk
6016-LVTJQ,Female,0,Yes,Yes,34,No,Month-to-month,Mailed check,20.65,716.4,0,0,6.741837289143902,Low Risk
4667-OHGKG,Male,0,No,No,1,No,Month-to-month,Mailed check,19.3,19.3,1,1,52.073718767392954,Medium Risk
7781-EWARA,Male,0,Yes,Yes,70,DSL,One year,Electronic check,60.35,4138.7,0,0,8.954429045254791,Low Risk
5730-DBDSI,Male,0,No,No,66,No,Two year,Bank transfer (automatic),19.7,1253.8,0,0,0.815761734054945,Low Risk
9692-TUSXH,Female,0,No,No,18,Fiber optic,Month-to-month,Electronic check,96.05,1740.7,1,1,71.28643479712068,High Risk
0519-DRGTI,Female,0,Yes,Yes,20,No,Month-to-month,Mailed check,20.35,442.6,0,0,10.340344146364492,Low Risk
3551-GAEGL,Male,0,Yes,Yes,34,DSL,One year,Bank transfer (automatic),30.4,938.65,0,0,7.881628527579316,Low Risk
5442-BHQNG,Female,0,No,No,2,Fiber optic,Month-to-month,Electronic check,70.35,139.25,0,1,84.11905360201615,High Risk
5600-KTXFM,Male,0,Yes,Yes,2,Fiber optic,Month-to-month,Mailed check,69.95,143.9,0,1,73.8241451431199,High Risk
4445-KWOKW,Female,0,No,No,42,DSL,One year,Bank transfer (automatic),60.15,2421.6,0,0,8.2473309833226,Low Risk
2959-MJHIC,Male,0,Yes,No,4,Fiber optic,Month-to-month,Electronic check,80.35,307.4,1,1,90.10328452656903,High Risk
4587-VVTOX,Female,0,Yes,No,6,Fiber optic,Month-to-month,Electronic check,105.3,545.2,1,1,92.84656172338353,High Risk
7105-MXJLL,Female,1,Yes,No,26,DSL,One year,Mailed check,60.7,1597.4,0,0,22.55439703167329,Low Risk
1143-NMNQJ,Female,0,No,No,2,Fiber optic,Month-to-month,Electronic check,85.7,169.8,1,1,93.56778045503866,High Risk
6845-RGTYS,Female,0,Yes,No,47,Fiber optic,Month-to-month,Electronic check,98.75,4533.7,1,1,51.47979292565746,Medium Risk
3521-HTQTV,Male,0,No,No,34,No,Two year,Bank transfer (automatic),26.1,980.35,0,0,3.18750081209406,Low Risk
3207-OYBWH,Male,1,Yes,No,57,Fiber optic,Month-to-month,Bank transfer (automatic),95.25,5427.05,1,1,65.92268578857741,Medium Risk
2324-AALNO,Female,0,No,No,48,No,One year,Bank transfer (automatic),24.55,1203.95,0,0,3.2551679797888817,Low Risk
1222-LRYKO,Male,0,No,Yes,6,No,Month-to-month,Mailed check,26.35,184.05,0,0,36.827344527223424,Low Risk
0015-UOCOJ,Female,1,No,No,7,DSL,Month-to-month,Electronic check,48.2,340.35,0,1,63.698466694701935,Medium Risk
7465-ZZRVX,Male,0,No,No,1,Fiber optic,Month-to-month,Electronic check,70.35,70.35,0,1,88.85467023118667,High Risk
2954-PIBKO,Female,0,Yes,Yes,69,DSL,Two year,Credit card (automatic),64.15,4254.1,0,0,1.7029307227418804,Low Risk
5006-MXVRN,Female,0,No,No,39,No,Two year,Credit card (automatic),20.7,762.45,0,0,1.7292052693587177,Low Risk
8914-RBTSB,Male,0,Yes,No,31,Fiber optic,Month-to-month,Electronic check,93.8,3019.5,1,1,71.56391731265906,High Risk
5445-PZWGX,Male,0,No,No,62,Fiber optic,One year,Electronic check,102.0,6529.25,1,0,20.010921201399835,Low Risk
8413-YNHNV,Male,0,No,No,69,DSL,Two year,Mailed check,90.65,6322.1,0,0,2.8317984310915776,Low Risk
3932-CMDTD,Female,0,No,No,4,Fiber optic,One year,Electronic check,105.65,443.9,1,1,72.574477953403,High Risk
0301-KOBTQ,Male,0,No,No,32,No,Two year,Bank transfer (automatic),20.05,614.45,0,0,3.2480681472177086,Low Risk
9565-DJPIB,Female,0,No,Yes,4,Fiber optic,Month-to-month,Mailed check,89.6,365.65,1,1,78.50796636640317,High Risk
9591-YVTEB,Male,1,No,No,55,DSL,Month-to-month,Electronic check,44.85,2479.05,0,0,37.76900046242653,Low Risk
3063-QFSZL,Female,0,No,No,1,DSL,Month-to-month,Electronic check,55.4,55.4,1,1,82.37058137850242,High Risk
6917-YACBP,Female,1,No,No,59,Fiber optic,Month-to-month,Electronic check,89.75,5496.9,0,1,54.21883713029525,Medium Risk
2277-VWCNI,Female,1,No,No,4,DSL,Month-to-month,Mailed check,48.75,179.85,0,1,70.66844850782519,High Risk
9894-QMIMJ,Female,0,No,No,23,DSL,One year,Bank transfer (automatic),55.8,1327.85,0,0,12.377471700803518,Low Risk
8224-KDLKN,Male,0,Yes,Yes,72,No,Two year,Bank transfer (automatic),25.0,1738.9,0,0,0.6248871634398816,Low Risk
2995-YWTCD,Female,0,Yes,Yes,19,No,Two year,Bank transfer (automatic),24.9,467.7,0,0,5.001345377840697,Low Risk
8028-PNXHQ,Male,0,Yes,Yes,62,No,Two year,Bank transfer (automatic),24.25,1424.6,0,0,1.5173917082722204,Low Risk
4376-KFVRS,Male,0,Yes,Yes,72,Fiber optic,Two year,Credit card (automatic),114.05,8468.2,0,0,9.442873100166366,Low Risk
8258-GSTJK,Male,1,No,No,3,Fiber optic,Month-to-month,Electronic check,77.0,237.75,1,1,91.67641655713619,High Risk
6661-HBGWL,Female,1,No,No,42,Fiber optic,Month-to-month,Bank transfer (automatic),104.75,4323.45,1,1,69.32617894505965,Medium Risk
1849-RJYIG,Female,0,No,No,8,DSL,Month-to-month,Electronic check,60.0,487.75,0,1,66.41856057883633,Medium Risk
0886-QGENL,Female,1,Yes,No,27,Fiber optic,Month-to-month,Electronic check,101.25,2754.45,1,1,73.2301283450985,High Risk
4415-IJZTP,Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,74.5,74.5,1,1,92.15043826486696,High Risk
5419-CONWX,Female,1,No,No,4,Fiber optic,Month-to-month,Credit card (automatic),99.8,442.85,1,1,89.3482377152172,High Risk
6124-ACRHJ,Female,0,No,No,1,No,Month-to-month,Mailed check,19.75,19.75,0,0,43.03942471170334,Medium Risk
0376-YMCJC,Male,0,No,No,23,Fiber optic,Month-to-month,Electronic check,90.6,1943.2,1,1,70.46854998118796,High Risk
9039-RBEEE,Male,0,No,No,39,DSL,Month-to-month,Credit card (automatic),48.95,1880.85,1,0,22.243667960310738,Low Risk
9369-XFEHK,Female,1,Yes,No,33,Fiber optic,Month-to-month,Bank transfer (automatic),80.6,2656.5,1,1,59.81003520459277,Medium Risk
6345-ULYRW,Male,1,Yes,No,44,Fiber optic,One year,Mailed check,88.4,3912.9,1,0,29.744725886109734,Low Risk
7180-PISOG,Male,0,Yes,Yes,1,Fiber optic,Month-to-month,Electronic check,74.5,74.5,1,1,89.29319986568395,High Risk
8069-RHUXK,Female,0,Yes,Yes,67,DSL,Two year,Credit card (automatic),35.7,2545.7,0,0,1.146582303099433,Low Risk
5696-JVVQY,Female,0,Yes,Yes,48,DSL,Two year,Credit card (automatic),70.1,3238.4,0,0,2.1948552257303575,Low Risk
0895-LNKRC,Male,0,Yes,Yes,6,No,One year,Mailed check,19.45,113.5,0,0,14.80619750216382,Low Risk
2778-OCLGR,Male,1,Yes,No,24,DSL,Month-to-month,Bank transfer (automatic),39.1,971.3,1,0,36.28173061558857,Low Risk
5702-SKUOB,Female,0,Yes,No,4,No,Month-to-month,Mailed check,19.6,93.45,0,0,38.724578553425154,Low Risk
6260-XLACS,Male,0,No,No,4,No,One year,Mailed check,19.7,117.8,0,0,22.102754166065157,Low Risk
5820-PTRYM,Female,1,Yes,No,56,DSL,One year,Credit card (automatic),68.45,4014.0,0,0,9.031871369622182,Low Risk
9251-AWQGT,Female,0,Yes,Yes,48,No,Two year,Mailed check,20.0,935.9,0,0,0.6332313418835088,Low Risk
1716-LSAMB,Male,0,Yes,Yes,45,DSL,Two year,Bank transfer (automatic),54.65,2553.7,0,0,0.9682192733771342,Low Risk
5829-NVSQN,Female,0,Yes,No,23,DSL,One year,Bank transfer (automatic),68.75,1689.45,0,0,11.996513665421512,Low Risk
5605-XNWEN,Male,1,Yes,No,72,No,Two year,Bank transfer (automatic),25.0,1802.55,0,0,1.3518616514468658,Low Risk
9986-BONCE,Female,0,No,No,4,No,Month-to-month,Bank transfer (automatic),20.95,85.5,1,0,39.272120370802476,Low Risk
8849-GYOKR,Female,0,Yes,No,54,Fiber optic,One year,Bank transfer (automatic),106.55,5763.3,1,0,33.100331317387614,Low Risk
7130-YXBRO,Male,0,Yes,No,48,Fiber optic,Month-to-month,Bank transfer (automatic),111.45,5315.1,0,1,50.49165418251602,Medium Risk
2495-INZWQ,Male,0,No,No,4,DSL,Month-to-month,Electronic check,44.55,174.3,1,1,91.30461759997792,High Risk
7351-KYHQH,Female,1,No,No,7,DSL,Month-to-month,Electronic check,64.95,493.65,0,1,76.75323120526338,High Risk
1376-HHBDV,Female,0,No,No,30,DSL,Month-to-month,Mailed check,48.8,1536.75,0,0,23.71508242449939,Low Risk
9465-RWMXL,Male,0,Yes,No,32,Fiber optic,Month-to-month,Electronic check,78.9,2447.95,1,1,74.45471874131722,High Risk
7969-FFOWG,Male,0,Yes,Yes,65,No,Two year,Mailed check,19.9,1292.6,0,0,0.5826686167099945,Low Risk
2599-CZABP,Male,0,Yes,No,14,DSL,One year,Electronic check,44.6,641.25,0,0,27.420711079690776,Low Risk
1757-TCATG,Male,0,Yes,Yes,35,No,One year,Bank transfer (automatic),20.05,746.75,0,0,3.036440703243782,Low Risk
7181-BQYBV,Female,0,Yes,Yes,1,Fiber optic,Month-to-month,Electronic check,102.45,102.45,1,1,90.00865161270526,High Risk
7571-YXDAD,Female,0,No,No,2,Fiber optic,Month-to-month,Credit card (automatic),74.9,147.15,1,1,86.03980271201455,High Risk
3807-XHCJH,Female,0,Yes,Yes,1,No,Month-to-month,Electronic check,20.0,20.0,0,0,43.3030349291871,Medium Risk
9318-NKNFC,Male,0,No,No,1,No,Month-to-month,Mailed check,18.85,18.85,1,1,52.73686218622433,Medium Risk
9602-WCXPI,Male,0,No,No,50,No,One year,Credit card (automatic),20.15,989.05,0,0,4.607815786234955,Low Risk
9050-IKDZA,Female,1,No,No,2,Fiber optic,Month-to-month,Mailed check,81.5,162.55,0,1,83.07386074985986,High Risk
8443-ZRDBZ,Male,0,No,No,4,Fiber optic,Month-to-month,Electronic check,76.05,318.9,1,1,90.95242040100582,High Risk
8739-WWKDU,Male,1,No,No,25,Fiber optic,Month-to-month,Electronic check,89.5,2196.15,1,1,81.7282897663941,High Risk
6896-SRVYQ,Male,1,No,No,44,Fiber optic,Month-to-month,Electronic check,73.85,3122.4,0,0,46.43890788116906,Medium Risk
2023-VQFDL,Male,0,No,No,18,No,Month-to-month,Electronic check,19.0,348.8,0,0,22.64406456221519,Low Risk
6968-GMKPR,Female,0,No,No,55,Fiber optic,Month-to-month,Electronic check,81.55,4509.5,0,1,55.36383261395517,Medium Risk
5555-RNPGT,Male,0,No,Yes,10,No,Month-to-month,Credit card (automatic),24.8,223.9,0,0,36.01907833315542,Low Risk
5955-EPOAZ,Female,0,No,No,6,No,Month-to-month,Mailed check,20.95,109.5,0,0,43.72625722634767,Medium Risk
1448-PWKYE,Male,0,Yes,Yes,1,Fiber optic,Month-to-month,Electronic check,80.0,80.0,1,1,83.94777404848016,High Risk
3413-CSSTH,Male,0,No,No,41,DSL,Month-to-month,Bank transfer (automatic),55.7,2237.55,0,0,33.03798303344779,Low Risk
7018-FPXHH,Male,0,Yes,Yes,56,DSL,Two year,Bank transfer (automatic),59.8,3457.45,0,0,2.4928197403545895,Low Risk
2798-NYLMZ,Male,0,Yes,No,71,Fiber optic,Two year,Credit card (automatic),108.55,7616.0,0,0,14.595705252039581,Low Risk
8194-PEEBY,Female,0,Yes,Yes,24,No,One year,Mailed check,19.9,533.5,0,0,3.910379686527961,Low Risk
6048-QBXKL,Female,1,No,No,2,DSL,Month-to-month,Credit card (automatic),56.55,118.25,0,1,76.07249742090299,High Risk
5356-CSVSQ,Female,0,No,No,3,DSL,Month-to-month,Electronic check,64.6,174.2,0,1,74.13115304958504,High Risk
3612-YVGSJ,Female,0,Yes,No,71,No,Two year,Credit card (automatic),24.45,1681.6,0,0,1.4410594318204861,Low Risk
9025-ZRPVR,Male,0,No,No,9,No,Month-to-month,Mailed check,18.95,185.6,1,0,41.70499184140123,Medium Risk
6646-VRFOL,Male,1,Yes,No,53,Fiber optic,Month-to-month,Electronic check,103.85,5485.5,1,1,83.37595699865751,High Risk
1036-GUDCL,Male,0,Yes,Yes,60,DSL,Month-to-month,Credit card (automatic),79.05,4663.4,0,0,12.270293058693067,Low Risk
0020-INWCK,Female,0,Yes,Yes,71,Fiber optic,Two year,Credit card (automatic),95.75,6849.4,0,0,13.321745855760334,Low Risk
4824-GUCBY,Female,1,No,No,22,Fiber optic,Month-to-month,Electronic check,81.7,1820.9,0,0,42.01290722175922,Medium Risk
7666-WKRON,Female,0,No,No,39,Fiber optic,Two year,Electronic check,80.45,3201.55,1,0,14.780580683599764,Low Risk
6608-QQLVK,Male,0,No,No,1,DSL,Month-to-month,Electronic check,50.5,50.5,1,1,79.220461961457,High Risk
4378-BZYFP,Male,0,No,No,17,No,One year,Mailed check,20.5,365.8,0,0,10.801667183005227,Low Risk
4633-MKHYU,Female,0,No,No,9,Fiber optic,Month-to-month,Mailed check,88.4,788.6,0,1,87.25132508689478,High Risk
8637-XJIVR,Female,0,No,No,12,Fiber optic,Month-to-month,Electronic check,78.95,927.35,1,1,81.47488460997695,High Risk
3778-FOAQW,Female,0,Yes,No,24,No,One year,Mailed check,20.15,456.85,0,0,5.26987874471662,Low Risk
2057-ZBLPD,Female,0,Yes,No,21,Fiber optic,Month-to-month,Electronic check,86.5,1808.7,1,1,80.27971250287538,High Risk
0931-MHTEM,Female,0,No,No,54,Fiber optic,One year,Credit card (automatic),100.05,5299.65,0,0,33.09185950157444,Low Risk
1240-KNSEZ,Male,0,No,No,1,No,Month-to-month,Mailed check,20.1,20.1,1,1,51.40984373570665,Medium Risk
1963-VAUKV,Female,0,No,No,1,No,Month-to-month,Mailed check,20.4,20.4,1,0,42.38885716596128,Medium Risk
9227-YBAXE,Female,0,Yes,Yes,65,DSL,Two year,Bank transfer (automatic),82.5,5215.1,0,0,2.985479911041031,Low Risk
5049-MUBWG,Male,0,No,No,26,DSL,One year,Bank transfer (automatic),75.0,1908.35,0,0,11.667605894273308,Low Risk
6821-BUXUX,Female,0,No,No,13,Fiber optic,Month-to-month,Electronic check,96.65,1244.5,1,1,72.79106792862244,High Risk
7594-LZNWR,Male,1,No,No,34,Fiber optic,Month-to-month,Credit card (automatic),69.15,2275.1,0,1,50.74989193365925,Medium Risk
2509-TFPJU,Male,0,Yes,No,72,No,Two year,Credit card (automatic),25.75,1864.2,0,0,1.0130889063118071,Low Risk
3908-BLSYF,Female,0,No,No,6,Fiber optic,Month-to-month,Electronic check,83.9,497.55,1,1,86.85212790985794,High Risk
4873-ILOLJ,Male,0,No,No,24,Fiber optic,Month-to-month,Electronic check,90.35,2238.5,1,1,77.44251579160681,High Risk
3594-IVHJZ,Female,0,No,No,2,No,Month-to-month,Mailed check,20.45,42.45,0,0,49.33417287407309,Medium Risk
6218-KNUBD,Male,0,No,No,6,DSL,Month-to-month,Electronic check,59.45,357.6,0,1,68.82753048401963,Medium Risk
5067-WJEUN,Male,0,Yes,Yes,67,DSL,Two year,Bank transfer (automatic),54.2,3838.2,0,0,1.3415775780413377,Low Risk
3780-DDGSE,Male,1,Yes,Yes,35,DSL,Month-to-month,Electronic check,76.05,2747.2,0,0,29.731523696285183,Low Risk
3689-MOZGR,Female,0,No,No,29,DSL,Month-to-month,Electronic check,31.2,926.2,0,0,44.13410326898956,Medium Risk
4223-BKEOR,Female,0,No,Yes,21,DSL,One year,Mailed check,64.85,1336.8,0,0,9.815264171368305,Low Risk
0064-YIJGF,Male,0,Yes,Yes,27,Fiber optic,Month-to-month,Bank transfer (automatic),75.75,1929.0,0,1,60.63693814436167,Medium Risk
0616-ATFGB,Male,1,Yes,No,1,DSL,Month-to-month,Electronic check,25.05,25.05,1,1,83.49628466049609,High Risk
3967-KXAPS,Male,0,Yes,No,72,DSL,Two year,Credit card (automatic),92.3,6719.9,0,0,2.7700844382296883,Low Risk
5339-TJFEK,Male,0,Yes,Yes,62,Fiber optic,Month-to-month,Electronic check,105.5,6487.2,0,1,55.45693075021775,Medium Risk
0365-BZUWY,Male,0,Yes,No,17,Fiber optic,Month-to-month,Electronic check,102.55,1742.5,0,1,86.13814348347304,High Risk
1236-WFCDV,Male,1,No,No,14,Fiber optic,Month-to-month,Credit card (automatic),90.45,1266.1,1,1,75.15664834057364,High Risk
0330-IVZHA,Female,0,Yes,No,5,Fiber optic,Month-to-month,Electronic check,69.95,330.15,1,1,83.62229991202452,High Risk
6910-HADCM,Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,76.35,76.35,1,1,85.05052283850321,High Risk
3094-JOJAI,Male,0,No,No,18,Fiber optic,Month-to-month,Mailed check,74.15,1387.0,0,1,63.83662734290245,Medium Risk
3594-UVONA,Female,0,No,No,35,DSL,One year,Credit card (automatic),85.95,3110.1,1,0,18.80092231536419,Low Risk
2138-VFAPZ,Female,0,Yes,Yes,14,No,Two year,Mailed check,19.7,263.65,0,0,4.265067600408244,Low Risk
4641-FROLU,Female,0,Yes,Yes,30,No,Two year,Mailed check,19.3,602.9,0,0,1.7635604534496154,Low Risk
7018-WBJNK,Male,0,No,Yes,13,Fiber optic,Month-to-month,Credit card (automatic),78.3,1033.95,0,1,69.74597730451157,Medium Risk
0083-PIVIK,Male,0,No,No,64,DSL,One year,Electronic check,81.25,5567.55,0,0,7.82599228376678,Low Risk
1429-UYJSV,Female,0,No,No,12,No,One year,Mailed check,19.7,260.9,0,0,14.97152683515734,Low Risk
7115-IRDHS,Female,0,Yes,No,72,No,Two year,Bank transfer (automatic),24.65,1830.05,0,0,0.9051626154953321,Low Risk
3164-YAXFY,Male,0,No,No,57,DSL,Month-to-month,Electronic check,53.75,3196.0,0,1,51.035151056340446,Medium Risk
0916-KNFAJ,Male,0,Yes,No,61,DSL,Two year,Mailed check,69.9,4226.7,0,0,6.961892616432175,Low Risk
3244-CQPHU,Female,1,No,No,72,Fiber optic,Two year,Bank transfer (automatic),110.1,7746.7,0,0,10.185448610834817,Low Risk
6445-TNRXS,Male,0,Yes,Yes,68,Fiber optic,Two year,Bank transfer (automatic),114.7,7849.85,0,0,9.493808331697059,Low Risk
3211-ILJTT,Male,0,Yes,No,17,Fiber optic,Month-to-month,Bank transfer (automatic),70.4,1214.05,1,1,63.109165282412874,Medium Risk
3890-RTCMS,Male,0,No,No,16,DSL,Month-to-month,Mailed check,49.45,799.0,0,0,32.339402408816945,Low Risk
3724-BSCVH,Male,0,Yes,Yes,10,No,One year,Mailed check,20.45,242.4,0,0,12.03068351950363,Low Risk
1768-ZAIFU,Female,1,No,No,1,DSL,Month-to-month,Electronic check,25.2,25.2,1,1,87.47201029222677,High Risk
7432-FFVAR,Female,0,Yes,Yes,46,Fiber optic,One year,Bank transfer (automatic),90.95,4236.6,0,0,11.898574874729048,Low Risk
6682-QJDGB,Male,0,No,Yes,40,DSL,Month-to-month,Mailed check,55.25,2139.2,1,0,9.520438786450518,Low Risk
3635-QQRQD,Male,0,No,No,62,No,Two year,Credit card (automatic),20.05,1201.65,0,0,1.5407921308627763,Low Risk
7251-XFOIL,Female,0,No,No,61,Fiber optic,Month-to-month,Mailed check,89.2,5500.6,0,1,56.665169928706504,Medium Risk
3926-CUQZX,Male,0,No,No,1,DSL,Month-to-month,Bank transfer (automatic),45.1,45.1,1,1,71.42298779528609,High Risk
9972-VAFJJ,Female,1,Yes,No,53,Fiber optic,One year,Electronic check,94.0,4871.45,0,0,36.507807573788206,Low Risk
6542-LWGXJ,Male,0,Yes,No,3,DSL,Month-to-month,Mailed check,25.0,78.25,0,1,73.70084900452963,High Risk
7343-EOBEU,Male,0,Yes,No,3,No,Month-to-month,Mailed check,23.6,89.05,0,1,59.32097434457568,Medium Risk
5899-OUVKV,Male,0,No,No,31,Fiber optic,Month-to-month,Electronic check,94.5,2979.2,0,1,74.66329620330005,High Risk
1074-AMIOH,Female,0,Yes,Yes,53,Fiber optic,Month-to-month,Bank transfer (automatic),108.25,5935.1,0,0,47.2058544177946,Medium Risk
9152-AMKAK,Male,0,No,No,6,DSL,Two year,Mailed check,80.25,493.4,0,0,19.177022142680833,Low Risk
6833-JMZYP,Female,0,No,No,15,Fiber optic,Month-to-month,Credit card (automatic),94.0,1505.45,0,1,80.33627164360793,High Risk
3398-GCPMU,Female,1,Yes,Yes,72,DSL,Two year,Credit card (automatic),89.55,6448.85,0,0,3.0260711680022245,Low Risk
3391-JSQEW,Male,0,Yes,No,40,DSL,Month-to-month,Mailed check,50.15,2058.5,0,0,19.76011016054539,Low Risk
7239-HZZCX,Male,0,No,No,1,No,Month-to-month,Mailed check,19.75,19.75,1,0,43.72015502888325,Medium Risk
2908-ZTPNF,Female,0,No,No,36,DSL,Month-to-month,Bank transfer (automatic),34.85,1267.2,0,0,24.442504633299748,Low Risk
6979-ZNSFF,Female,0,No,No,8,Fiber optic,Month-to-month,Electronic check,87.05,762.1,1,1,91.5543225212198,High Risk
0018-NYROU,Female,0,Yes,No,5,Fiber optic,Month-to-month,Electronic check,68.95,351.5,0,1,88.04860066875437,High Risk
6797-UCJHZ,Female,1,Yes,No,66,Fiber optic,One year,Credit card (automatic),104.6,6819.45,0,0,40.31522847217057,Medium Risk
2364-UFROM,Male,0,No,No,30,DSL,One year,Electronic check,70.4,2044.75,0,0,8.5082056142398,Low Risk
0909-SDHNU,Female,0,No,Yes,7,DSL,Month-to-month,Mailed check,29.8,201.95,0,0,48.71091581961166,Medium Risk
6861-XWTWQ,Male,1,Yes,No,7,Fiber optic,Month-to-month,Electronic check,99.25,665.45,1,1,94.71314248450244,High Risk
1139-WUOAH,Male,0,No,No,57,DSL,Two year,Credit card (automatic),53.35,3090.05,0,0,10.357933892280945,Low Risk
7250-EQKIY,Female,0,Yes,Yes,1,DSL,Month-to-month,Mailed check,50.45,50.45,1,1,54.9444409470626,Medium Risk
7754-IXRMC,Female,0,No,No,1,DSL,Month-to-month,Mailed check,45.35,45.35,0,1,62.61290324415811,Medium Risk
6284-AHOOQ,Male,1,No,No,22,Fiber optic,Month-to-month,Bank transfer (automatic),90.5,1910.6,1,1,65.20150257505223,Medium Risk
8821-XNHVZ,Female,0,Yes,Yes,1,Fiber optic,Month-to-month,Mailed check,80.05,80.05,1,1,82.51342299999678,High Risk
4546-FOKWR,Female,0,No,No,16,Fiber optic,Month-to-month,Credit card (automatic),74.75,1129.35,0,1,74.75360624422959,High Risk
4979-HPRFL,Male,0,Yes,Yes,56,No,Two year,Bank transfer (automatic),24.15,1402.25,0,0,1.5462636644773966,Low Risk
3352-ALMCK,Male,0,No,No,40,Fiber optic,Month-to-month,Mailed check,102.65,4108.15,0,1,70.26564977748055,High Risk
1045-LTCYT,Female,0,Yes,Yes,8,No,Month-to-month,Credit card (automatic),21.05,139.75,0,0,27.791123194186625,Low Risk
4489-SNOJF,Female,0,Yes,Yes,35,DSL,Month-to-month,Electronic check,72.25,2568.55,1,0,20.27398753433609,Low Risk
4191-XOVOM,Male,0,No,No,63,Fiber optic,Month-to-month,Electronic check,105.4,6713.2,0,1,57.38855605895397,Medium Risk
1848-LBZHY,Female,0,Yes,No,7,DSL,Month-to-month,Bank transfer (automatic),50.3,355.1,0,1,51.31646198332498,Medium Risk
9092-GDZKO,Male,0,No,No,22,No,Month-to-month,Credit card (automatic),24.85,493.4,0,0,27.29903590649511,Low Risk
9761-XUJWD,Male,0,No,No,5,DSL,Month-to-month,Bank transfer (automatic),65.6,339.9,0,1,57.99106678275236,Medium Risk
8059-UDZFY,Female,1,No,Yes,33,Fiber optic,Month-to-month,Bank transfer (automatic),105.35,3465.05,0,1,68.89195142218821,Medium Risk
3378-AJRAO,Male,0,Yes,Yes,44,No,One year,Electronic check,24.85,1013.6,0,0,4.055664213539273,Low Risk
7047-FWEYA,Female,0,Yes,No,46,Fiber optic,One year,Electronic check,103.15,4594.65,0,0,39.45213891835964,Low Risk
5268-DSMNQ,Female,1,Yes,No,62,Fiber optic,One year,Credit card (automatic),97.95,5936.55,0,0,41.06198759973752,Medium Risk
9940-RHLFB,Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,75.3,75.3,1,1,85.38543370501989,High Risk
2606-RMDHZ,Male,0,No,No,6,DSL,Month-to-month,Credit card (automatic),30.5,208.7,1,1,75.81542483269521,High Risk
0818-OCPZO,Male,1,No,No,27,Fiber optic,Month-to-month,Electronic check,81.45,2122.05,1,1,73.72365785233545,High Risk
5120-ZBLAI,Female,0,Yes,No,50,DSL,One year,Bank transfer (automatic),75.7,3876.2,0,0,29.769193830401093,Low Risk
4631-OACRM,Male,1,No,No,15,Fiber optic,Month-to-month,Electronic check,79.4,1156.1,1,1,80.40907535355882,High Risk
8593-WHYHV,Male,0,No,No,3,Fiber optic,Month-to-month,Electronic check,85.3,264.8,1,1,93.491842310389,High Risk
4234-XTNEA,Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,79.95,174.45,0,1,91.23095994469575,High Risk
3234-VKACU,Male,0,No,No,2,DSL,Month-to-month,Electronic check,70.3,132.4,0,1,71.26518377666267,High Risk
3745-HRPHI,Male,0,Yes,Yes,66,DSL,Two year,Bank transfer (automatic),54.65,3632.0,0,0,4.363573076001509,Low Risk
7554-AKDQF,Female,0,Yes,No,6,DSL,Month-to-month,Mailed check,45.65,323.45,0,1,56.44752044470361,Medium Risk
3197-ARFOY,Female,1,No,No,19,Fiber optic,Month-to-month,Mailed check,105.0,2007.25,0,0,47.579357086602045,Medium Risk
9121-PHQSR,Male,1,Yes,No,16,Fiber optic,Month-to-month,Credit card (automatic),85.05,1391.15,0,1,81.44128863438794,High Risk
1587-FKLZB,Male,1,Yes,Yes,66,Fiber optic,Month-to-month,Credit card (automatic),99.5,6822.15,1,1,66.63854298008737,Medium Risk
8058-DMYRU,Male,1,No,No,54,Fiber optic,Month-to-month,Electronic check,90.05,4931.8,0,1,74.45748375471658,High Risk
1264-FUHCX,Female,0,Yes,No,49,DSL,One year,Credit card (automatic),56.3,2780.6,0,0,26.477059427712753,Low Risk
4343-EJVQB,Male,0,No,No,7,Fiber optic,Month-to-month,Mailed check,74.35,533.6,0,1,63.88912183776677,Medium Risk
